strike,CallOpenInt,CallVolume,CallIV,CallGamma,PutOpenInt,PutVolume,PutIV,PutGamma,Price,Days,CallGEX,PutGEX,TotalGamma,Weights,WeightedGEX,CumulativeGEX,Flip
5010.0,4730.0,31227.0,0.180253,0.010962991168461894,14.0,557.0,0.174525,0.010962991168461894,4990.27,1,1291333128.4664772,-3822127.6529663177,1287511000.813511,1.0,1287511000.813511,13216438823.36052,4930.0
5015.0,1148.0,22412.0,0.182295,0.008624286829895052,6.0,187.0,0.163768,0.008624286829895052,4990.27,1,246554633.05558285,-1288613.064750433,245266019.99083242,1.0,245266019.99083242,13461704843.351353,4930.0
5020.0,3831.0,18678.0,0.185198,0.006576158429349108,27.0,344.0,0.170504,0.006576158429349108,4990.27,1,627382654.2058362,-4421647.523768618,622961006.6820675,1.0,622961006.6820675,14084665850.03342,4930.0
5025.0,2086.0,11442.0,0.187901,0.004898595359904874,22.0,115.0,0.0,0.004898595359904874,4990.27,1,254468458.3079301,-2683751.717533299,251784706.59039682,1.0,251784706.59039682,14336450556.623817,4930.0
5030.0,2393.0,10894.0,0.191449,0.0035817115867144314,18.0,32.0,0.0,0.0035817115867144314,4990.27,1,213442745.3340408,-1605503.307986935,211837242.02605385,1.0,211837242.02605385,14548287798.649872,4930.0
5035.0,1338.0,7117.0,0.196891,0.002570812019030404,7.0,25.0,0.0,0.002570812019030404,4990.27,1,85659300.35469536,-448142.82696776354,85211157.5277276,1.0,85211157.5277276,14633498956.177599,4930.0
5040.0,1548.0,4864.0,0.206025,0.0018109998207754554,31.0,49.0,0.0,0.0018109998207754554,4990.27,1,69813184.95523745,-1398067.657372326,68415117.29786512,1.0,68415117.29786512,14701914073.475464,4930.0
5045.0,684.0,3271.0,0.210907,0.0012483053311065334,3.0,4.0,0.0,0.0012483053311065334,4990.27,1,21263023.2831486,-93258.87404889734,21169764.409099706,1.0,21169764.409099706,14723083837.884563,4930.0
5050.0,2627.0,3737.0,0.217814,0.000845164216377408,13.0,107.0,0.0,0.000845164216377408,4990.27,1,55290340.13337935,-273610.36228927725,55016729.77109007,1.0,55016729.77109007,14778100567.655653,4930.0
5055.0,429.0,6517.0,0.226306,0.0005177951164566124,0.0,0.0,0.0,0.0005177951164566124,4990.27,1,5531760.005664477,-0.0,5531760.005664477,1.0,5531760.005664477,14783632327.661318,4930.0
5060.0,1093.0,4024.0,0.241021,0.0003048020158626938,6.0,0.0,0.0,0.0003048020158626938,4990.27,1,8296331.264487739,-45542.53210148805,8250788.732386251,1.0,8250788.732386251,14791883116.393703,4930.0
5065.0,404.0,1506.0,0.265968,0.00017235477322988238,0.0,0.0,0.0,0.00017235477322988238,4990.27,1,1734014.6735697535,-0.0,1734014.6735697535,1.0,1734014.6735697535,14793617131.067274,4930.0
5070.0,1101.0,1667.0,0.25961,9.355968904430949e-05,2.0,0.0,0.0,9.355968904430949e-05,4990.27,1,2565217.396249823,-4659.795451861623,2560557.600797961,1.0,2560557.600797961,14796177688.668072,4930.0
5075.0,1330.0,483.0,0.273404,4.8773313315025964e-05,11.0,13.0,0.0,4.8773313315025964e-05,4990.27,1,1615407.1033114782,-13360.509877012226,1602046.593434466,1.0,1602046.593434466,14797779735.261507,4930.0
5080.0,855.0,134.0,0.287139,2.463042277095196e-05,0.0,0.0,0.0,2.463042277095196e-05,4990.27,1,524428.2386308355,-0.0,524428.2386308355,1.0,524428.2386308355,14798304163.500137,4930.0
5085.0,41.0,74.0,0.300848,1.194084564636664e-05,0.0,1.0,0.0,1.194084564636664e-05,4990.27,1,12191.777521442677,-0.0,12191.777521442677,1.0,12191.777521442677,14798316355.277658,4930.0
5090.0,387.0,26.0,0.314531,5.551842535999292e-06,0.0,0.0,0.0,5.551842535999292e-06,4990.27,1,53505.224760611716,-0.0,53505.224760611716,1.0,53505.224760611716,14798369860.502419,4930.0
